,q_gender,q_age,q_occupation,q_is_game_developer,q_playing_on#consoles,q_playing_on#mobile_consoles,q_playing_on#mobile_devices,q_playing_on#pc,q_playing_on#tv,q_playing_on#virtual_reality,q_play_strategy_games,q_strategy_games_like#4x,q_strategy_games_like#city_builders,q_strategy_games_like#decision_driven,q_strategy_games_like#grand_strategies,q_strategy_games_like#roguelike,q_strategy_games_like#rts,q_strategy_games_like#tactics,q_strategy_games_like#tycoon,q_know_about_new_games#advertising,q_know_about_new_games#coworkers,q_know_about_new_games#do_not_search,q_know_about_new_games#free_search,q_know_about_new_games#friends,q_know_about_new_games#game_stores,q_know_about_new_games#personalized_news,q_know_about_new_games#social_networks,q_know_about_new_games#specialized_sites,q_know_about_new_games#video_services,q_playing_effort,q_like_in_games#achievements,q_like_in_games#changing_game_world,q_like_in_games#collecting,q_like_in_games#creating_strategies,q_like_in_games#customizing,q_like_in_games#exploring,q_like_in_games#looting,q_like_in_games#messing_with_game_rules,q_like_in_games#overcoming_challenges,q_like_in_games#risking,q_like_in_games#roleplaying,q_like_in_games#solving_puzzles,q_like_in_games#story,q_like_in_games#what_if_scenarious,q_rpg_elements,q_multiple_channels_esential,q_channels#augmented_reality,q_channels#chats,q_channels#magic_creatures,q_channels#magic_devices,q_channels#mobile_application,q_channels#neural_implants,q_channels#news_in_vr,q_channels#online_radio,q_channels#social_networks,q_channels#traditional_newspaper,q_channels#traditional_radio,q_channels#traditional_tv,q_channels#web_portal,q_channels#youtube,q_realistic_work,q_concurrent_agencies,q_max_agency_size,q_budget_effort,q_relationships_effort,q_office_effort,q_plot_style#adventure,q_plot_style#conspirology,q_plot_style#cyberpunk,q_plot_style#documentary,q_plot_style#fairy_tale,q_plot_style#fantasy,q_plot_style#historic,q_plot_style#mystery,q_plot_style#noir,q_plot_style#paranormal,q_plot_style#scifi,q_plot_style#urban_legends,q_morale_complexity,q_world_style#bright,q_world_style#colorful,q_world_style#complex,q_world_style#dark,q_world_style#dark_humorous,q_world_style#depressing,q_world_style#dull,q_world_style#dystopian,q_world_style#gray,q_world_style#happy,q_world_style#humorous,q_world_style#imaginative,q_world_style#inspirational,q_world_style#polite,q_world_style#realistic,q_world_style#sarcastic,q_world_style#simple,q_world_style#utopian
212,female,21,student,no,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7,few,small_or_automanage,6,8,5,1,0,0,0,0,0,0,1,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
213,male,30,employment,no,0,0,0,1,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,,up_to_25,5,7,8,0,1,0,0,0,0,0,1,0,1,1,0,6,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
214,male,16,volunteering,yes,0,0,1,1,0,0,8,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,1,0,1,1,0,0,5,10,0,0,0,0,0,0,0,1,0,1,0,1,1,1,7,the_more_the_better,up_to_50,5,7,10,0,1,0,1,0,0,1,0,0,0,1,0,7,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
215,male,24,employment,no,1,0,0,1,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,1,8,2,0,0,1,0,0,0,0,1,1,1,0,1,0,0,8,few,up_to_50,7,2,8,1,1,0,0,0,0,1,0,0,0,0,1,7,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
216,male,30,employment,no,0,0,0,1,0,0,9,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,10,1,1,0,0,1,0,0,0,0,0,1,0,1,0,10,10,0,0,0,0,0,1,0,0,0,1,1,1,1,0,10,few,bureaucratic_empire,10,10,10,0,0,1,1,0,0,0,0,1,0,1,0,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
217,male,34,employment,no,0,0,0,1,0,0,8,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,1,0,1,0,0,0,0,1,1,0,0,0,1,7,8,0,0,0,0,0,0,0,1,0,1,1,1,1,0,8,few,up_to_50,8,10,8,0,1,0,1,0,0,0,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
218,male,,unemployed,no,0,0,1,1,0,0,8,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,1,1,0,0,1,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,,up_to_10,5,5,1,1,0,0,0,1,1,0,0,0,0,1,0,5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
219,male,44,employment,no,1,1,1,1,0,0,9,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,10,0,0,0,1,1,0,0,1,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,5,5,5,0,1,0,0,0,0,0,0,1,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,male,35,employment,yes,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,1,0,0,0,0,1,0,1,0,10,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,few,up_to_10,3,1,5,0,0,1,0,0,0,0,0,1,0,1,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
222,male,31,employment,no,1,0,0,1,0,0,9,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,1,0,0,0,1,0,1,0,1,4,6,0,0,0,1,0,0,0,1,1,1,0,1,0,0,8,the_more_the_better,up_to_50,3,7,2,0,0,0,0,0,0,0,1,1,1,1,0,9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
223,male,18,student,yes,1,0,0,1,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,1,1,1,0,0,0,0,1,0,0,5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,,up_to_25,8,7,6,1,0,0,0,0,1,1,0,0,0,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
224,male,,employment,yes,0,0,0,1,0,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,7,1,0,1,0,0,1,1,1,0,0,0,0,0,0,6,5,0,0,0,0,1,0,0,0,1,1,0,1,1,0,6,few,bureaucratic_empire,8,8,7,0,0,0,0,0,0,0,1,1,1,1,0,9,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
225,male,,employment,no,1,0,1,1,0,0,9,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,8,0,1,0,1,0,0,1,0,0,0,1,0,1,0,9,5,1,0,0,0,0,0,1,0,0,1,0,1,1,0,6,few,bureaucratic_empire,6,6,6,1,0,1,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
226,male,26,employment,no,0,0,0,1,0,0,7,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9,8,0,0,0,0,0,0,0,1,1,0,1,1,1,0,5,few,bureaucratic_empire,7,7,9,0,0,1,0,0,0,0,0,1,0,1,1,6,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0
227,male,36,employment,no,0,0,1,1,0,0,7,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,1,1,0,0,0,1,0,0,0,8,7,1,0,0,0,0,0,1,0,0,1,0,1,1,0,6,the_more_the_better,up_to_25,7,9,8,0,1,0,1,0,0,1,0,0,0,0,1,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
228,male,38,employment,no,0,0,0,1,0,0,9,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0,0,0,1,0,1,0,0,1,0,1,0,1,0,10,10,0,0,0,0,1,0,0,0,1,0,1,1,1,0,10,few,up_to_25,8,8,10,1,0,0,1,0,0,1,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231,male,22,student,yes,0,0,1,1,1,1,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,1,1,1,0,1,0,0,6,10,0,1,0,0,1,0,0,0,1,0,1,0,0,0,6,the_more_the_better,bureaucratic_empire,4,6,3,0,1,0,0,0,1,0,0,1,0,1,0,8,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
232,male,24,employment,no,0,1,1,1,0,0,7,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,5,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,10,few,up_to_50,6,7,7,1,0,0,0,0,0,1,1,0,0,1,0,10,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
233,male,49,employment,no,0,0,1,1,0,0,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,7,0,1,0,1,1,1,0,0,0,0,0,0,0,0,8,10,0,1,0,0,1,0,0,1,0,1,0,0,1,0,7,few,bureaucratic_empire,8,8,7,1,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
234,male,34,employment,no,0,1,1,1,1,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6,0,1,0,0,0,1,0,0,0,0,0,1,1,1,7,9,1,0,0,0,0,0,0,0,1,1,1,1,0,0,7,few,up_to_50,6,8,7,1,0,1,0,0,0,1,0,0,0,1,0,7,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0
235,male,23,student,no,0,0,1,1,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,7,1,0,0,1,0,1,1,0,1,0,0,0,0,0,8,10,0,0,0,0,0,1,0,0,1,1,0,1,1,0,7,few,up_to_50,8,10,3,0,1,0,0,0,0,0,1,0,0,1,1,9,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0
236,male,28,student,no,0,0,0,1,0,0,8,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,4,0,0,1,0,0,1,0,0,0,0,1,0,1,1,8,10,0,0,0,0,0,0,0,0,1,1,1,1,1,0,8,few,up_to_25,4,8,8,1,0,0,0,0,0,1,1,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
237,male,18,student,yes,0,0,1,1,0,0,7,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,1,0,0,1,0,1,0,1,0,0,0,0,0,1,6,4,0,1,0,0,0,1,0,0,0,1,1,0,1,0,10,few,up_to_25,7,8,8,1,0,1,1,0,0,0,0,0,0,1,0,10,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
240,male,15,student,no,0,0,0,1,0,0,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,1,1,4,7,1,0,0,0,0,0,1,0,0,1,0,1,0,0,6,few,bureaucratic_empire,8,6,9,1,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0
241,male,31,employment,no,0,1,1,1,0,0,8,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,9,1,0,0,1,0,1,0,0,0,0,0,1,1,0,5,9,1,0,0,1,0,0,0,0,1,0,0,0,1,1,7,few,up_to_25,7,6,8,1,1,0,0,0,1,0,0,0,0,1,0,9,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
242,male,35,employment,no,0,0,0,1,0,0,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,8,1,1,0,1,0,0,0,0,0,0,1,0,1,0,8,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,few,up_to_50,2,9,7,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
243,male,28,employment,no,0,0,0,1,0,0,10,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,10,0,0,0,1,0,1,0,0,1,1,1,0,0,0,9,8,0,0,1,0,0,1,0,0,1,0,0,1,0,1,8,few,up_to_50,8,10,10,0,1,0,0,0,0,0,0,1,1,1,0,7,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
244,male,42,employment,no,0,0,1,1,0,0,8,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,10,0,0,0,0,0,1,0,0,1,0,1,1,0,0,10,10,0,0,0,0,0,0,0,0,1,1,1,1,1,0,6,few,bureaucratic_empire,8,8,3,0,0,0,1,0,0,1,1,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
245,male,27,employment,no,0,0,1,1,0,0,5,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,5,0,0,0,1,0,1,0,0,0,0,1,0,1,0,9,10,0,0,0,0,0,0,0,1,1,0,1,1,1,0,10,few,up_to_25,7,6,7,0,1,0,1,0,0,0,0,1,0,0,1,8,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
246,male,34,employment,yes,0,0,0,1,0,0,9,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,10,0,1,0,1,0,1,0,0,0,0,1,0,1,0,10,8,0,1,0,0,0,0,0,0,1,1,0,1,1,0,8,few,up_to_10,8,8,8,1,0,0,0,0,1,0,0,1,0,1,0,10,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
247,male,34,unemployed,no,0,0,0,1,0,0,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,1,1,1,0,0,0,1,0,1,0,10,10,0,0,1,1,0,0,0,0,0,1,0,0,1,1,6,single,up_to_10,8,8,8,1,0,0,0,1,1,0,0,0,0,1,0,6,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
249,male,37,employment,no,0,1,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,1,1,0,0,0,0,1,0,0,0,8,8,1,0,0,0,0,0,0,1,0,1,0,0,1,1,3,few,up_to_25,5,8,8,0,1,1,0,0,0,0,0,0,1,0,1,10,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
251,prefer_not_to_say,20,employment,no,0,0,0,1,0,0,9,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,1,2,8,1,0,0,0,0,1,0,0,1,0,0,1,1,0,7,,bureaucratic_empire,1,5,6,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
252,male,23,student,no,0,0,0,1,0,0,8,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,9,8,0,0,0,0,1,0,0,1,1,0,0,1,1,0,10,few,up_to_50,4,6,6,0,0,0,1,0,1,1,0,0,0,1,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
253,male,37,employment,yes,1,0,0,1,0,0,8,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6,8,0,0,0,0,0,0,0,0,1,0,0,1,1,1,10,few,up_to_10,2,7,10,0,1,0,2,0,0,0,1,0,0,0,0,10,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
254,male,52,employment,no,1,0,1,0,0,0,6,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,1,0,0,1,0,7,8,0,0,0,0,0,0,0,1,0,1,1,1,1,0,8,the_more_the_better,up_to_25,5,8,8,0,0,0,1,0,0,0,1,0,1,0,1,8,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
255,male,40,employment,no,1,1,1,1,0,0,8,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,9,few,,7,5,7,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,male,29,unemployed,no,0,0,0,1,0,0,8,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,9,0,0,0,0,1,1,0,0,0,0,1,1,1,0,10,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,10,few,bureaucratic_empire,8,10,3,0,1,1,0,0,0,0,0,1,0,1,0,8,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
258,male,13,student,yes,0,1,0,1,0,0,9,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,1,0,1,1,1,0,0,10,few,up_to_100,7,4,8,1,0,1,0,0,1,0,0,1,0,0,0,9,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
259,male,27,employment,no,1,0,1,1,0,0,6,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,8,1,0,1,0,0,0,0,0,1,0,0,1,0,0,10,10,0,0,0,0,0,0,0,0,1,1,1,0,1,1,8,few,up_to_50,7,6,10,1,0,0,1,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
260,male,20,student,yes,1,0,1,1,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,10,1,0,0,1,0,1,0,0,1,0,1,0,0,0,10,10,0,0,0,0,1,0,0,0,0,1,1,1,0,1,9,the_more_the_better,bureaucratic_empire,10,10,10,1,0,1,0,0,0,0,1,0,1,0,0,10,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
261,male,35,student,no,0,0,0,1,0,0,9,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,10,0,1,0,0,0,1,0,0,1,1,0,1,0,0,8,9,1,0,1,0,1,0,0,0,0,1,0,0,1,0,7,the_more_the_better,up_to_25,6,7,7,0,1,0,0,0,0,0,1,0,0,1,1,8,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
262,male,35,employment,yes,0,0,0,1,0,0,10,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,10,0,1,0,0,0,1,0,0,0,0,1,0,1,0,10,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,few,bureaucratic_empire,5,8,1,0,2,1,0,0,0,0,0,1,0,0,0,10,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
263,male,8,student,no,0,1,1,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,bureaucratic_empire,6,5,7,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
264,male,27,employment,no,0,0,1,1,0,0,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8,10,1,0,0,0,0,1,0,0,1,0,1,0,0,0,9,the_more_the_better,bureaucratic_empire,9,9,9,0,0,1,0,0,1,0,0,1,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
265,male,19,student,no,0,0,1,1,0,0,8,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,1,1,0,0,1,1,0,0,0,4,7,0,0,0,0,1,0,0,1,0,1,0,1,0,1,10,few,up_to_25,3,8,10,0,0,0,0,0,0,1,1,0,1,0,1,10,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
268,male,19,student,no,1,0,1,1,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,1,0,1,0,1,0,0,0,0,8,8,0,1,0,0,0,0,0,0,1,0,0,1,1,1,8,the_more_the_better,up_to_25,7,8,7,0,0,0,0,0,0,1,1,0,1,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,male,55,employment,no,1,0,1,0,0,0,9,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,10,10,0,1,0,0,1,0,0,0,1,1,1,0,0,0,8,few,up_to_25,5,7,6,0,1,0,1,0,0,1,0,1,0,0,0,9,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0
271,male,40,employment,no,0,0,1,1,0,0,10,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,9,0,1,0,1,0,0,0,0,1,0,0,1,0,1,7,10,1,0,1,0,0,0,0,0,1,1,0,0,1,0,7,few,bureaucratic_empire,5,7,8,1,0,1,0,0,0,0,1,1,0,0,0,8,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
272,male,30,employment,no,1,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,1,1,0,1,0,0,0,0,0,0,0,1,1,0,8,8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,few,up_to_25,6,6,7,0,0,0,1,0,0,1,1,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
273,male,21,student,no,1,1,1,1,1,1,4,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,9,0,0,1,0,1,0,1,0,0,0,0,1,0,0,10,10,0,1,0,0,1,0,0,0,1,1,1,0,0,0,7,few,up_to_100,7,10,9,1,0,1,1,0,0,0,0,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
274,male,37,employment,no,0,1,0,1,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,9,0,1,0,0,0,1,0,0,0,0,1,1,1,0,10,8,1,0,1,0,0,0,0,1,1,1,0,0,0,0,10,few,up_to_100,6,9,5,0,0,1,0,0,1,0,0,1,0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
275,male,28,unemployed,no,0,0,1,1,0,0,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,10,0,0,0,1,1,1,0,0,0,0,1,0,0,1,10,10,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,the_more_the_better,bureaucratic_empire,3,5,8,0,0,1,0,0,1,1,0,0,0,0,0,10,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
277,male,21,student,no,1,0,1,1,0,0,10,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,1,0,1,1,0,0,1,0,0,8,9,0,1,0,0,0,0,0,0,1,1,0,1,0,1,8,few,bureaucratic_empire,8,8,8,0,0,1,0,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
278,male,31,employment,no,0,0,0,1,0,0,9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,1,0,1,0,0,0,1,0,0,0,1,8,10,0,0,0,0,1,0,0,1,1,0,0,1,1,0,10,few,bureaucratic_empire,8,7,6,0,0,1,0,0,0,0,0,1,0,1,1,10,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
279,male,44,employment,no,0,0,1,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,8,10,0,1,1,0,0,0,0,0,1,1,0,0,1,0,10,few,up_to_100,1,1,7,0,1,1,0,0,0,0,0,1,0,1,0,4,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
280,male,23,unemployed,no,1,1,1,1,0,1,10,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9,0,1,1,1,0,0,0,0,0,1,1,0,0,0,6,10,0,0,0,0,0,1,0,0,1,0,0,1,1,1,8,the_more_the_better,bureaucratic_empire,8,9,7,0,1,0,1,0,0,0,1,0,0,1,0,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
281,male,33,employment,no,0,0,0,1,0,0,9,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,8,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,9,0,0,0,0,0,1,0,0,1,1,0,0,1,1,4,few,bureaucratic_empire,5,8,9,0,1,1,0,0,0,0,0,0,0,1,1,8,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
282,male,24,student,no,0,1,1,1,0,0,8,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,few,up_to_50,3,8,9,1,0,0,1,0,1,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
283,male,16,student,no,0,0,0,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,0,1,1,0,0,0,1,0,0,1,1,0,0,8,10,1,0,0,0,1,0,0,0,1,1,0,1,0,0,8,few,up_to_50,10,9,8,0,0,0,0,0,0,1,1,0,1,0,1,10,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0
284,male,16,student,no,1,0,1,1,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,5,0,0,1,1,0,0,1,1,0,0,1,0,0,0,10,9,1,0,0,0,0,1,1,0,0,1,1,0,0,0,10,few,bureaucratic_empire,6,7,2,0,0,0,0,0,0,1,1,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
285,male,43,employment,no,0,1,1,1,0,0,10,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,0,1,0,1,0,1,0,0,0,0,1,0,0,0,10,2,0,0,0,0,0,0,0,1,0,1,1,1,1,0,5,few,bureaucratic_empire,5,5,6,1,0,1,0,0,0,1,0,1,0,0,0,8,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
286,male,38,employment,no,0,1,0,1,0,0,10,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,10,0,0,0,1,1,0,0,0,1,0,0,1,0,1,8,10,0,1,0,0,0,0,0,0,1,1,0,1,0,1,8,few,up_to_50,10,7,10,0,0,0,1,0,0,1,0,1,0,1,0,8,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
